m. tons,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
전년이월,-,-,-,-,-,-,-,1,0.8,0.5
생산량,-,-,-,-,-,-,-,8.1,7.4,7.2
수입량,-,-,-,-,-,-,-,0.4,0.2,0.2
곡물총량,-,-,-,-,-,-,-,9.5,8.4,7.8
음식소비,-,-,-,-,-,-,-,0.1,0.1,0.1
사료소비,-,-,-,-,-,-,-,6.4,6,5.8
산업소비,-,-,-,-,-,-,-,0.4,0.4,0.4
기타소비,-,-,-,-,-,-,-,0.1,0.1,0.1
총소비량,-,-,-,-,-,-,-,6.9,6.5,6.3
수출량,-,-,-,-,-,-,-,1.6,1.5,1.1
내년이월,-,-,-,-,-,-,-,1,0.5,0.5
