m. tons,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
전년이월,2,2.6,2.3,2.4,2,2.7,2.9,2.9,3.7,3.9
생산량,12.4,11.4,12.1,12.7,12.2,12.4,12.9,13,12.9,13.2
수입량,1.8,1.2,1,1.1,3.1,2.4,2,3.3,3.6,3.2
곡물총량,16.2,15.2,15.4,16.2,17.3,17.5,17.8,19.2,20.1,20.3
총소비량,13.6,12.9,13,14.2,14.6,14.6,14.9,15.6,16.2,16.4
수출량,-,-,-,-,-,-,-,-,-,-
내년이월,2.6,2.3,2.4,2,2.7,2.9,2.9,3.7,3.9,3.9
