m. tons,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
전년이월,3.5,2.5,4.5,4.4,3.8,3.7,3.3,3.5,3.9,2.9
생산량,29.2,29.3,28.1,27.8,28.6,28.3,27.8,28.5,27.7,28
수입량,0.4,0.3,0.3,0.6,0.6,0.6,2.2,2,1.1,0.8
곡물총량,33.1,32.2,32.9,32.7,33,32.5,33.3,34,32.7,31.8
총소비량,24,22.5,22.4,22.5,22.8,22.7,23.3,22.7,22,22
수출량,6.6,5.2,6.1,6.4,6.6,6.4,6.5,7.3,7.8,7.8
내년이월,2.5,4.5,4.4,3.8,3.7,3.3,3.5,3.9,2.9,2
