m. tons,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
전년이월,0.2,0.2,0.1,0.3,0.1,0.3,0.1,0.2,0.6,0.2
생산량,3.9,3.9,4.3,3.9,4.5,3.7,2.8,3.4,3.9,4.4
수입량,-,-,-,-,-,-,-,-,-,-
곡물총량,4.1,4.1,4.4,4.2,4.5,4,3,3.6,4.5,4.6
음식소비,-,-,-,-,-,-,-,-,-,-
사료소비,0.6,0.6,0.5,0.4,0.3,0.1,0.1,0.1,0.1,0.1
분쇄소비,0.9,1,0.9,0.9,1.4,1.2,1.3,1.6,0.8,1.2
총소비량,1.5,1.6,1.4,1.3,1.7,1.3,1.3,1.6,1.3,1.7
수출량,2.4,2.4,2.8,2.8,2.5,2.6,1.5,1.4,3.1,1.9
내년이월,0.2,0.1,0.3,0.1,0.3,0.1,0.2,0.6,0.2,1
