m. tons,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
전년이월,-,0.4,0.6,0.4,0.4,0.3,0.2,0.1,0.2,0.1
생산량,-,1,0.9,0.9,0.9,0.8,0.8,0.9,0.8,0.8
수입량,-,-,-,-,-,-,-,-,-,-
곡물총량,-,1.4,1.5,1.3,1.3,1.1,1,1.1,0.9,0.9
총소비량,-,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.4,0.5
수출량,-,0.3,0.5,0.3,0.4,0.3,0.4,0.4,0.4,0.3
내년이월,-,0.6,0.4,0.4,0.3,0.2,0.1,0.2,0.1,0.1
,,,,,,,,,,
