m. tons,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
전년이월,4.9,4.2,3.6,3.6,5.5,4,3,2.7,2.4,2.7
생산량,35.6,36.2,37.2,37,34.2,34.7,34.5,34.4,34,35.1
수입량,1.2,1,0.3,2.3,0.5,0.4,0.5,0.5,1.9,0.6
곡물총량,41.7,41.3,41.1,42.9,40.2,39.1,38.1,37.6,38.2,38.4
총소비량,37.5,37.7,37.5,37.4,36.2,36.1,35.3,35.3,35.5,35.4
수출량,-,-,-,-,-,-,-,-,-,-
내년이월,4.2,3.6,3.6,5.5,4,3,2.7,2.4,2.7,3
,,,,,,,,,,
