m. tons,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
전년이월,0.7,1.1,1.3,1.7,1.6,1.5,1.5,1.2,1.4,1.4
생산량,4.2,4.3,4.2,4,3.9,3.8,3.5,3.9,3.7,3.6
수입량,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
곡물총량,5.4,5.7,5.9,6,5.9,5.7,5.4,5.5,5.5,5.4
총소비량,4.3,4.4,4.2,4.4,4.4,4.1,4.2,4.1,4.1,4.1
수출량,-,-,-,0.1,0.1,0.1,0.1,-,-,-
내년이월,1.1,1.3,1.7,1.6,1.5,1.5,1.2,1.4,1.4,1.2
