m. tons,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
전년이월,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
생산량,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.4,0.4,0.4
수입량,2.1,2.3,2.6,2.7,2.8,2.4,2.6,2.4,2.5,2.7
곡물총량,2.8,2.9,3.2,3.4,3.4,3,3.2,3,3,3.2
음식소비,2.9,2.8,2.9,3.2,3.1,2.8,2.9,2.9,2.7,3.1
사료소비,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
분쇄소비,-,-,-,-,-,-,-,-,-,-
총소비량,2.9,2.9,3,3.3,3.3,3,3.1,3,2.9,3.2
수출량,-,-,-,-,-,-,-,-,-,-
내년이월,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
