m. tons,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
전년이월,-,-,-,-,-,-,-,0.1,0.1,0.1
생산량,-,-,-,-,-,-,-,-,-,-
수입량,-,-,-,-,-,-,-,0.6,1,1
곡물총량,-,-,-,-,-,-,-,0.7,1.1,1.1
음식소비,-,-,-,-,-,-,-,T,T,T
사료소비,-,-,-,-,-,-,-,T,T,T
분쇄소비,-,-,-,-,-,-,-,0.6,0.9,0.9
총소비량,-,-,-,-,-,-,-,0.6,1,1
수출량,-,-,-,-,-,-,-,T,T,T
내년이월,-,-,-,-,-,-,-,0.1,0.1,0.2
