m. tons,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
전년이월,0.9,0.9,0.7,1.3,1.6,1,1.2,1.2,0.5,0.3
생산량,4.5,4,4.8,4.3,2.8,4.3,4,2.9,3.6,3.8
수입량,-,0.1,0.1,0.1,0.8,0.3,0.3,0.6,0.5,0.5
곡물총량,5.4,5,5.6,5.6,5.2,5.6,5.5,4.7,4.5,4.5
총소비량,4.4,4.2,4.3,4,4.2,4.3,4.3,4.2,4.2,4.2
수출량,0.2,0.1,-,0.1,-,-,-,-,-,-
내년이월,0.9,0.7,1.3,1.6,1,1.2,1.2,0.5,0.3,0.3
,,,,,,,,,,
