m. tons,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
전년이월,65.5,75.4,86.7,97.1,105.8,111.3,112.5,109.4,108,105.2
생산량,146.7,148.5,147.8,148.9,148.5,146.7,148.3,149,146,148.9
수입량,4.4,4.8,5.9,4.3,2.6,3.2,5.1,5.9,4.4,4
곡물총량,216.7,228.7,240.3,250.3,256.9,261.2,265.9,264.2,258.3,258.1
총소비량,141,141.6,142,142.5,142.9,146.5,154.1,154.1,151.4,151
수출량,0.3,0.4,1.2,2.1,2.7,2.3,2.4,2.2,1.7,2.2
내년이월,75.4,86.7,97.1,105.8,111.3,112.5,109.4,108,105.2,104.9
,,,,,,,,,,
