m. tons,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
전년이월,0.2,0.2,0.1,0.1,0.1,-,0.2,0.1,-,0.1
생산량,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
수입량,2.3,2.6,2.8,2.7,2.9,4.1,3.9,3.3,3.6,4
곡물총량,2.5,2.8,3,2.8,3,4.2,4.2,3.5,3.7,4.1
음식소비,0.3,0.4,0.3,0.4,0.3,0.4,0.4,0.3,0.4,0.3
사료소비,0.4,0.5,0.8,0.8,0.8,1,0.3,0.3,0.2,0.3
분쇄소비,1.8,1.9,1.8,1.7,1.8,2.6,3.4,2.9,3.1,3.3
총소비량,2.4,2.7,2.9,2.8,2.9,4,4.1,3.4,3.6,3.8
수출량,-,-,-,-,-,-,-,-,-,-
내년이월,0.2,0.1,0.1,0.1,-,0.2,0.1,-,0.1,0.3
