m. tons,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
전년이월,-,-,-,-,-,-,-,3.8,3,3.1
생산량,-,-,-,-,-,-,-,18.9,24.1,23.2
수입량,-,-,-,-,-,-,-,5.5,3.8,4.2
곡물총량,-,-,-,-,-,-,-,28.2,30.8,30.5
음식소비,-,-,-,-,-,-,-,7.2,7.8,7.9
사료소비,-,-,-,-,-,-,-,14.3,13.9,14.3
산업소비,-,-,-,-,-,-,-,1.2,1.8,1.9
기타소비,-,-,-,-,-,-,-,0.5,0.5,0.5
총소비량,-,-,-,-,-,-,-,23.1,24,24.5
수출량,-,-,-,-,-,-,-,2.3,3.6,3.1
내년이월,-,-,-,-,-,-,-,2.8,3.1,2.8
