m. tons,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24
전년이월,4.4,4.4,4,3.6,3.3,3.2,3.1,3.2,3.2,3.1
생산량,7.8,7.6,7.7,7.5,7.4,7.4,7.4,7.5,7.3,7.4
수입량,0.7,0.7,0.6,0.6,0.7,0.7,0.7,0.7,0.6,0.6
곡물총량,12.9,12.8,12.4,11.7,11.4,11.3,11.2,11.3,11.1,11
총소비량,8.5,8.7,8.7,8.4,8.1,8.1,8,8,7.9,7.9
수출량,0.1,0.1,0.1,0.1,0.1,0.1,-,0.1,0.1,0.1
내년이월,4.4,4,3.6,3.3,3.2,3.1,3.2,3.2,3.1,3
,,,,,,,,,,
